ID,Name,Handle,TweetText,TweetCreateTime,TweetURL,ReplyCount,QuoteCount,RetweetCount,LikeCount,BookmarkCount,Views,AllImageURL,VideoURL,Bio,CanDM,AccountCreateDate,Location,FollowersCount,FollowingCount,TotalFavouritesByUser,MediaCount,ProfileBannerURL,ProfileURL,AvatarURL,PostCount,Verified,IsBlueVerified
1688625237959868416,Costco Insider,@Costco_Insider,SALE ALERT!! ‼️🚨 @drinkorgain Kids Protein Shakes are $9 off now through August’s 27th at Costco! 🙌🎉 these Fruity Cereal Protein Shakes are bursting with flavor + kiddos are absolutely loving them! https://t.co/ZOlpEafnQh,2023-08-07 11:56:44,https://x.com/Costco_Insider/status/1688625237959868416,3,0,0,2,0,1976,https://pbs.twimg.com/media/F28zqzlaMAYUeD9.jpg,,"All the deals and coupons available at Costco as well as insider information about upcoming changes, products, and other tips to become an expert Costco shopper",false,2010-06-29 16:06:46,United States,10777,12,13,59,https://pbs.twimg.com/profile_banners/161079363/1549570519,https://x.com/Costco_Insider,https://pbs.twimg.com/profile_images/1079222232/Paper-Hole1_normal.gif,431,false,true
1692576744904048961,NINANONYA,@NINANONYA2021,@Costco_Insider @DrinkOrgain Ewww!!!,2023-08-18 09:38:37,https://x.com/NINANONYA2021/status/1692576744904048961,0,0,0,0,0,13,,,"I came here the LEGAL WAY, LEARNED the LANGUAGE, WORKED MY A$$ OFF! Treat your pets like your own life! BACK THE BLUE/LEO! ANTI PEDO! I earned my followers…",false,2021-04-21 05:42:00,United States,2578,1380,160985,7841,https://pbs.twimg.com/profile_banners/1384849721513193472/1656793184,https://x.com/NINANONYA2021,https://pbs.twimg.com/profile_images/1384868008733126657/n8Uc1kkm_normal.jpg,136565,false,true
1808858904472007094,NOBODYLIVESONEARTHEVERYHUMANISOFFICIALLYEXTINCTNOW,@NOHUMANWASALIVE,@Costco_Insider @DrinkOrgain EVERYBODY KNOWS THAT ALL OF THEM ARE FIRED FOREVER AND EVER ALL COMPANIES AND CORPORATIONS ARE CLOSED FOREVER ALL OF THEM ARE FIRED FOREVER AND EVER ALL OF THEM ARE FIRED FOREVER AND EVER ALL OF THEM ARE FIRED FOREVER AND EVER ALL OF THEM ARE FIRED FOREVER AND EVER!!!!,2024-07-04 06:42:24,https://x.com/NOHUMANWASALIVE/status/1808858904472007094,0,0,0,0,0,-,,,,false,2023-11-26 15:11:51,,45,42,14,7090,,https://x.com/NOHUMANWASALIVE,https://pbs.twimg.com/profile_images/1728914863018418176/crDTPJpe_normal.jpg,31809,false,false
