ID,Name,Handle,TweetText,TweetCreateTime,TweetURL,ReplyCount,QuoteCount,RetweetCount,LikeCount,BookmarkCount,Views,AllImageURL,VideoURL,Bio,CanDM,AccountCreateDate,Location,FollowersCount,FollowingCount,TotalFavouritesByUser,MediaCount,ProfileBannerURL,ProfileURL,AvatarURL,PostCount,Verified,IsBlueVerified
1715587131048165767,Costco Insider,@Costco_Insider,"The Black Friday Ad is here! https://t.co/NCqFEnWYLB 31 pages of deals!! What are you eyeing??

#costco #costcoinsider #costcosavingsbook #costcocoupons #costcocouponbook #costcodeals #costcoshopping #costcobuys #costcoblackfriday #blackfridayad #blackfridaysale #blackfriday2023",2023-10-20 21:33:40,https://x.com/Costco_Insider/status/1715587131048165767,4,1,1,1,0,3197,,,"All the deals and coupons available at Costco as well as insider information about upcoming changes, products, and other tips to become an expert Costco shopper",false,2010-06-29 16:06:46,United States,10778,12,13,59,https://pbs.twimg.com/profile_banners/161079363/1549570519,https://x.com/Costco_Insider,https://pbs.twimg.com/profile_images/1079222232/Paper-Hole1_normal.gif,431,false,true
1718262326132969700,Change Needstobemade,@Gettingcluedup,@Costco_Insider Why bother. Can not believe I spent money on a big box of soap powder and this is what I get. Half a box. Your just wasting cardboard at this point https://t.co/cN5ITcXguU,2023-10-28 06:43:56,https://x.com/Gettingcluedup/status/1718262326132969700,0,0,0,0,0,28,"https://pbs.twimg.com/media/F9h-ePlWQAAcVa0.jpg,https://pbs.twimg.com/media/F9h-eqcXkAAQPsK.jpg",,Stop Voting For Undercover Criminals🤬🤬🤬,true,2015-01-02 11:53:07,,31,319,682,115,,https://x.com/Gettingcluedup,https://pbs.twimg.com/profile_images/1458025693107965955/HEyU1BjF_normal.jpg,3564,false,false
1720305383741485494,Sr707Pilot,@Sr707P,"@Costco_Insider Hey @Costco why are you selling Chinese products made by Uighur slave labor? Did you know that China has installed Hann Chinese people into most Uighur households, and broken up nearly every Uighur family. They are committing genocide, and you’re helping them do it!",2023-11-02 22:02:19,https://x.com/Sr707P/status/1720305383741485494,0,0,0,0,0,19,,,,false,2019-10-16 07:32:50,,36,13,579,49,,https://x.com/Sr707P,https://pbs.twimg.com/profile_images/1184478883678019584/RIEcrpKs_normal.jpg,2510,false,true
1808858695536947482,NOBODYLIVESONEARTHEVERYHUMANISOFFICIALLYEXTINCTNOW,@NOHUMANWASALIVE,@Costco_Insider EVERYBODY KNOWS THAT ALL OF THEM ARE FIRED FOREVER AND EVER ALL COMPANIES AND CORPORATIONS ARE CLOSED FOREVER ALL OF THEM ARE FIRED FOREVER AND EVER ALL OF THEM ARE FIRED FOREVER AND EVER ALL OF THEM ARE FIRED FOREVER AND EVER ALL OF THEM ARE FIRED FOREVER AND EVER!!!!,2024-07-04 06:41:34,https://x.com/NOHUMANWASALIVE/status/1808858695536947482,0,0,0,0,0,-,,,,false,2023-11-26 15:11:51,,45,42,14,7090,,https://x.com/NOHUMANWASALIVE,https://pbs.twimg.com/profile_images/1728914863018418176/crDTPJpe_normal.jpg,31809,false,false
1716591737983082943,黒見　凌,@F2Wslasha,"@Costco_Insider child abuse

全ての関係は、この兄弟盃から始まった　
火消しに走る理由は、テレビ局とジャニーズ事務所の関係

https://t.co/hZJGhyz3Mf",2023-10-23 16:05:37,https://x.com/F2Wslasha/status/1716591737983082943,0,0,0,0,0,14,,,,false,2020-10-15 12:43:20,,35,71,15163,171,,https://x.com/F2Wslasha,https://pbs.twimg.com/profile_images/1317836578257915904/dUBsLNSy_normal.jpg,11208,false,false
